capture_id,snr_db,frequency_drift_hz,drift_rate_hz_per_second,smoothness_score,valid_signal_ratio,peak_power,mean_power,occupied_bandwidth_hz,signal_duration_seconds,label,is_synthetic,source_file,sample_rate_hz,nperseg,noverlap,notes,recording_id
rsp03_t1_RSP-03_01_w0000,14.363843864190462,0.0,0.0,49889.03635433661,1.0,-35.91867436570191,-60.74103847886857,741210.9375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=0-1000000,1000000.0,1024,512,known-carrier label: on_fraction=0.55 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0011,11.638271985604367,309570.3125,309907.49185113405,67129.18472374749,1.0,-43.177677006532406,-61.028169351473394,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=11000000-12000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0012,11.612909232036529,97656.25,97762.61572590978,72938.4809915055,1.0,-45.08972932497157,-60.97392694089892,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=12000000-13000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0013,11.554991887401624,276367.1875,276668.2025043247,71400.15495012868,1.0,-44.687959349022165,-60.82318450334488,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=13000000-14000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0014,11.527591660871764,111328.125,111449.38192753716,71070.17476834149,1.0,-45.07545391755716,-60.68994141412336,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=14000000-15000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0015,11.590533880440734,49804.6875,49858.934020214,71891.3906497184,1.0,-44.938555442903485,-60.93761090826871,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=15000000-16000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0016,11.628967606681224,333984.375,334348.14578261145,74891.58048222144,1.0,-45.71444505664651,-60.98032089138409,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=16000000-17000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0017,11.571140934213364,578125.0,578754.6850973859,75434.65788334378,1.0,-45.4365267473377,-60.97783004709358,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=17000000-18000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0018,11.597013599138126,182617.1875,182816.0914074513,74101.09817539611,1.0,-45.33089279417443,-60.956553931674605,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=18000000-19000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0019,11.55441023732585,321289.0625,321639.0057382432,73718.46057004435,1.0,-44.60422467696517,-60.88574201588565,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=19000000-20000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_01_w0021,17.479403238138456,351562.5,351945.41661327524,49559.17164060608,1.0,-32.48298445657623,-61.00309430089632,745117.1875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=21000000-22000000,1000000.0,1024,512,known-carrier label: on_fraction=0.55 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0000,13.31429548230606,101562.5,101673.12035494618,49608.88142991478,1.0,-39.25288920294968,-60.63519584637154,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=0-1000000,1000000.0,1024,512,known-carrier label: on_fraction=0.47 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0001,13.397014234795536,166992.1875,167174.07289130572,57595.66435657589,1.0,-36.50510507868811,-60.61025154151632,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=1000000-2000000,1000000.0,1024,512,known-carrier label: on_fraction=0.34 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0002,11.557359732622809,471679.6875,472193.43395614426,71170.734382203,1.0,-45.34922093812975,-60.687783878722826,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=2000000-3000000,1000000.0,1024,512,known-carrier label: on_fraction=0.03 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0003,11.535981874738363,223632.8125,223876.3900123334,71951.98266014046,1.0,-45.671566735287215,-60.88162176706207,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=3000000-4000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0004,11.627457184044586,518554.6875,519119.48950458097,71274.11137504227,1.0,-45.29913716949859,-61.00075105142004,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=4000000-5000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0005,11.619798420475018,289062.5,289377.34254869295,75380.96766947884,1.0,-44.92464633932099,-61.13129327695073,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=5000000-6000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0006,20.7364552782774,248046.875,248317.0439438109,51064.40857818621,1.0,-29.751134323717142,-63.569799186872814,738281.25,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=6000000-7000000,1000000.0,1024,512,known-carrier label: on_fraction=0.43 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0007,28.977227501942373,197265.625,197480.48376633777,30004.46812918732,1.0,-29.618669397742217,-66.2561413615894,734375.0,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=7000000-8000000,1000000.0,1024,512,known-carrier label: on_fraction=0.70 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0008,19.68897038652444,362304.6875,362699.3043431253,53991.870391407065,1.0,-29.770807791586943,-63.42598862403434,737304.6875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=8000000-9000000,1000000.0,1024,512,known-carrier label: on_fraction=0.39 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0009,11.62450945148656,121093.75,121225.64350012814,68498.39261737064,1.0,-44.79484517383668,-60.98689037173735,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=9000000-10000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0010,11.71323434940554,131835.9375,131979.53122997822,71347.32354066122,1.0,-45.15399253187957,-61.38011940147657,737304.6875,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=10000000-11000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0011,11.74878877795071,168945.3125,169129.32520582393,68699.75476123056,1.0,-45.49793472733764,-61.40733861015476,736328.125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=11000000-12000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0012,11.71556437074129,108398.4375,108516.50345575988,79687.51878507147,1.0,-43.85065770364916,-61.555987038665954,735351.5625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=12000000-13000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0013,11.738389458364177,16601.5625,16619.644673404662,73351.91095358775,1.0,-45.90366231019979,-61.41081180721048,734375.0,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=13000000-14000000,1000000.0,1024,512,known-carrier label: on_fraction=0.08 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0014,11.635194698316138,203125.0,203346.2407098924,73969.56704138748,1.0,-44.809605373547605,-61.19925071216778,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=14000000-15000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0015,11.696614423427125,520507.8125,521074.7418190992,73548.7547759473,1.0,-45.83574678278013,-61.337431572711466,737304.6875,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=15000000-16000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0016,11.66686271979067,285156.25,285466.8379196566,74836.75448298299,1.0,-45.73525908519113,-61.17951812836333,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=16000000-17000000,1000000.0,1024,512,known-carrier label: on_fraction=0.08 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0017,11.67781725523157,58593.75,58657.56943554587,73263.75164006342,1.0,-45.35597765914154,-61.05537477700391,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=17000000-18000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0018,11.558610625413383,72265.625,72344.33563717324,73839.39908236085,1.0,-45.36778363620444,-60.82669053198185,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=18000000-19000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0019,11.579772285128726,168945.3125,169129.32520582393,78351.50488244285,1.0,-44.650402499229614,-60.80126017827324,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=19000000-20000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t1_RSP-03_2_w0021,12.556319932664524,139648.4375,139800.540488051,49340.96532079024,1.0,-39.93689763797905,-60.562082200615706,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=21000000-22000000,1000000.0,1024,512,known-carrier label: on_fraction=0.42 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t3_RSP-03_3_w0000,11.548673028184664,41992.1875,42037.92476214121,73357.73234604848,1.0,-44.78794084001957,-60.486256949732685,745117.1875,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=0-1000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0001,11.638037471387776,583984.375,584620.4420409405,73716.14368592613,1.0,-44.57671612692121,-60.6234064954128,744140.625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=1000000-2000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0002,11.60309872751196,57617.1875,57679.94327828677,73213.58485404671,1.0,-44.93332760367856,-60.73146407339231,743164.0625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=2000000-3000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0003,11.599813998522515,20507.8125,20530.149302441056,76105.50716028809,1.0,-45.44302986935598,-60.71471479693758,742187.5,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=3000000-4000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0005,23.62739040708834,331054.6875,331415.2673108342,31625.62315290411,1.0,-30.49165361669332,-63.2182329780609,746093.75,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=5000000-6000000,1000000.0,1024,512,known-carrier label: on_fraction=0.66 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0006,23.05206971172168,91796.875,91896.8587823552,34351.304349620215,1.0,-30.15043852002092,-63.45752185871442,742187.5,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=6000000-7000000,1000000.0,1024,512,known-carrier label: on_fraction=0.64 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0008,11.775511011819336,5859.375,5865.756943554587,71565.61174850118,1.0,-44.65568211626709,-60.47389222088879,750976.5625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=8000000-9000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0009,11.819573761855027,15625.0,15642.018516145568,73771.81380532464,1.0,-44.9250116819188,-60.891199532327946,742187.5,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=9000000-10000000,1000000.0,1024,512,known-carrier label: on_fraction=0.08 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0010,11.693013897159052,461914.0625,462417.1723835533,76330.6847418255,1.0,-45.32976416755767,-61.27541164972294,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=10000000-11000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0012,24.62668862079331,0.0,0.0,29565.553319895866,1.0,-30.28219792206272,-63.64174857265399,745117.1875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=12000000-13000000,1000000.0,1024,512,known-carrier label: on_fraction=0.68 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0013,21.32976738733926,40039.0625,40082.672447623016,42821.56611758217,1.0,-30.465821317193896,-62.90990306575041,744140.625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=13000000-14000000,1000000.0,1024,512,known-carrier label: on_fraction=0.55 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0014,11.748620817346495,137695.3125,137845.2881735328,76605.55850871705,1.0,-45.03361043912636,-61.06884246363866,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=14000000-15000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0015,11.662893291095214,14648.4375,14664.392358886467,76147.37288171989,1.0,-45.48579719146635,-61.3112017725008,737304.6875,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=15000000-16000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0016,11.712506913243017,172851.5625,173039.8298348603,76985.62019574169,1.0,-44.91201918677134,-61.11091442968189,739746.09375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=16000000-17000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0017,11.722305903956082,202148.4375,202368.61455263323,68063.76145390606,1.0,-45.24668048659859,-61.37426735043928,736328.125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=17000000-18000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0019,20.47717232753441,280273.4375,280578.7071333611,50055.29007371255,1.0,-30.75165139708177,-61.77594310063866,752929.6875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=19000000-20000000,1000000.0,1024,512,known-carrier label: on_fraction=0.64 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t3_RSP-03_3_w0020,19.424843427001484,123046.875,123180.89581464633,41582.400521868665,1.0,-31.093969356357,-61.82107278989922,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=20000000-21000000,1000000.0,1024,512,known-carrier label: on_fraction=0.61 at +1.0 kHz; rule_detector=0,rsp03_t3
rsp03_t4_RSP-03_4_w0000,11.508066772839156,141601.5625,141755.7928025692,72674.63751838211,1.0,-44.45580388396949,-60.567545298253535,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=0-1000000,1000000.0,1024,512,known-carrier label: on_fraction=0.03 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0001,20.111020746524733,42968.75,43015.55091940031,48508.33605412319,1.0,-30.234531200632908,-61.79932164729095,751953.125,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=1000000-2000000,1000000.0,1024,512,known-carrier label: on_fraction=0.50 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0002,28.02836522956376,0.0,0.0,6425.808772286588,1.0,-31.38020592535962,-64.14880173603864,770507.8125,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=2000000-3000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0003,25.72500616093275,0.0,0.0,5770.013759555394,1.0,-31.573689667244203,-63.030146938176046,755859.375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=3000000-4000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0004,30.493170089624424,81054.6875,81142.97105250512,27657.18467514548,1.0,-29.047258311292502,-66.06926463147688,757812.5,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=4000000-5000000,1000000.0,1024,512,known-carrier label: on_fraction=0.87 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0005,11.558010964676482,113281.25,113404.63424205536,71989.171352226,1.0,-45.18584439111008,-60.853482276089046,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=5000000-6000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0006,11.547753439647998,381835.9375,382251.82748830726,72857.55899103981,1.0,-45.14185642527772,-60.85848254574216,738281.25,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=6000000-7000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0007,24.56613362989887,128906.25,129046.65275820091,56195.9452318932,1.0,-29.72801588099244,-64.9705705808866,736328.125,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=7000000-8000000,1000000.0,1024,512,known-carrier label: on_fraction=0.50 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0008,33.28349124189087,0.0,0.0,491.39969560735096,1.0,-29.72638208050037,-65.42875768359974,750976.5625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=8000000-9000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0009,34.3478539732802,976.5625,977.626157259098,169.82261655696595,1.0,-30.36132403268722,-66.63995337018481,741210.9375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=9000000-10000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0010,33.321225003137194,0.0,0.0,388.0134381924176,1.0,-30.369604690783905,-65.71481155510259,755859.375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=10000000-11000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0011,23.52976916742131,167968.75,168151.69904856483,51755.856733772496,1.0,-30.321134355056955,-62.89498412568948,750000.0,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=11000000-12000000,1000000.0,1024,512,known-carrier label: on_fraction=0.61 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0012,11.453270004462055,349609.375,349990.16429875704,71153.48933579795,1.0,-45.386356932547606,-60.530856448461726,743164.0625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=12000000-13000000,1000000.0,1024,512,known-carrier label: on_fraction=0.04 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0013,22.11422803263705,260742.1875,261026.1839881792,49353.555019584805,1.0,-29.87934484504473,-62.93242827963135,749023.4375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=13000000-14000000,1000000.0,1024,512,known-carrier label: on_fraction=0.50 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0014,32.42743226212033,0.0,0.0,1816.1802373641765,1.0,-30.075896797142327,-65.21579036922408,752929.6875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=14000000-15000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0015,34.93225122552911,0.0,0.0,1786.3291346483984,1.0,-29.98082086254564,-66.76968167351636,745117.1875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=15000000-16000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0016,34.022413866843856,0.0,0.0,1092.1098442263487,1.0,-29.901346504802508,-65.8638860357917,751953.125,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=16000000-17000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
